id,genero,roles_nucleo,cantidad_estudios,orientacion_software,anios_estudio,rol_ocupacional,grupo_ocupacional,anios_laborales,periodos_desempleo,tiempo_desempleo,cantidad_puestos_total,cantidad_empresas_total,movilidad,reporta_ingles,rango_habilidades,rango_herramientas,caracteres_descripcion
2166,1,1,2,1,10.8,Desarrollo,Técnicos,13,3,> 1 año,6,3,0.5,0,20 a 24,15 a 19,0
2167,1,1,1,0,0,Desarrollo,Técnicos,8.6,0,0,1,1,0.1,1,15 a 19,10 a 14,0
2168,1,1,1,1,6.9,Desarrollo,Técnicos,10.4,0,0,6,5,0.6,1,10 a 14,5 a 9,192
2169,1,1,1,0,0,Desarrollo,Técnicos,31.4,1,1 a 3,6,6,0.2,1,20 a 24,10 a 14,0
2170,1,1,1,0,0,Desarrollo,Técnicos,13.8,0,0,6,4,0.4,0,20 a 24,10 a 14,0
2171,1,1,0,0,0,Desarrollo,Técnicos,8.6,0,0,1,1,0.1,1,15 a 19,10 a 14,0
2172,1,1,3,1,15.8,Desarrollo,Técnicos,11.3,0,0,5,4,0.4,1,20 a 24,10 a 14,0
2173,0,1,2,0,7.8,Desarrollo,Técnicos,22.8,1,1 a 3,5,5,0.2,0,0,0,0
2174,1,1,1,1,2.9,Desarrollo,Técnicos,3.1,0,0,4,1,1.3,1,10 a 14,5 a 9,0
2175,1,1,0,0,0,Desarrollo,Técnicos,8.9,0,0,3,3,0.3,0,5 a 9,1 a 4,0
2176,1,1,2,1,0,Desarrollo,Técnicos,8.7,0,0,7,7,0.8,0,20 a 24,5 a 9,0
2177,1,1,2,1,12.8,Desarrollo,Técnicos,12.3,0,0,8,8,0.7,1,20 a 24,5 a 9,0
2178,1,1,1,0,5.9,Desarrollo,Técnicos,3.8,2,> 1 año,5,5,1.3,1,20 a 24,15 a 19,0
2179,1,1,1,0,3.9,Desarrollo,Técnicos,11.4,0,0,3,3,0.3,1,20 a 24,10 a 14,0
2180,1,1,1,1,5.9,Desarrollo,Técnicos,17.6,1,1 a 3,6,4,0.3,0,20 a 24,15 a 19,448
2181,1,1,1,1,7.9,Desarrollo,Técnicos,17,0,0,8,8,0.5,1,20 a 24,10 a 14,684
2182,1,1,2,1,3.8,Desarrollo,Técnicos,9.6,1,> 1 año,10,10,1,1,20 a 24,10 a 14,313
2183,1,1,0,0,0,Desarrollo,Técnicos,7,2,> 1 año,6,6,0.9,0,10 a 14,5 a 9,0
2184,1,1,1,0,0,Desarrollo,Técnicos,5.9,0,0,1,1,0.2,0,10 a 14,5 a 9,0
2185,1,1,1,0,0,Desarrollo,Técnicos,16.1,2,7 a 12,10,9,0.6,1,20 a 24,15 a 19,0
2186,1,1,2,1,7.8,Desarrollo,Técnicos,13.5,0,0,5,5,0.4,0,20 a 24,15 a 19,1595
2187,1,1,2,1,14.8,Desarrollo,Técnicos,17,2,> 1 año,4,4,0.2,1,20 a 24,10 a 14,0
2188,1,1,0,0,0,Desarrollo,Técnicos,15.1,0,0,7,6,0.5,0,20 a 24,15 a 19,0
2189,1,1,1,1,7.9,Desarrollo,Técnicos,16.7,1,7 a 12,11,10,0.7,1,20 a 24,5 a 9,0
2190,0,1,1,0,4.9,Desarrollo,Técnicos,24.5,0,0,10,10,0.4,1,10 a 14,10 a 14,315
2191,1,1,1,1,0,Desarrollo,Técnicos,24.4,0,0,7,7,0.3,0,20 a 24,1 a 4,422
2192,1,1,2,1,9.8,Desarrollo,Técnicos,0.6,1,7 a 12,2,2,3.3,1,20 a 24,15 a 19,0
2193,1,1,1,0,0,Desarrollo,Técnicos,0,0,0,0,0,0,1,20 a 24,10 a 14,0
2194,0,1,2,1,22.3,Desarrollo,Técnicos,9.7,0,0,3,3,0.3,1,10 a 14,5 a 9,0
2195,1,1,1,0,0,Desarrollo,Técnicos,39.7,2,> 1 año,8,8,0.2,1,20 a 24,5 a 9,1019
2196,1,1,2,1,8.8,Desarrollo,Técnicos,0,0,0,0,0,0,1,20 a 24,5 a 9,0
2197,0,1,2,0,1.7,Desarrollo,Técnicos,15.1,1,> 1 año,3,3,0.2,0,10 a 14,5 a 9,0
2198,0,1,1,0,1.9,Desarrollo,Técnicos,6.7,1,7 a 12,2,2,0.3,0,20 a 24,10 a 14,0
2199,0,1,2,0,4.8,Desarrollo,Técnicos,7.5,2,4 a 6,4,4,0.5,1,15 a 19,10 a 14,786
2200,0,1,2,0,11.8,Desarrollo,Técnicos,10.2,0,0,3,1,0.3,1,10 a 14,5 a 9,0
2201,1,1,1,1,6.6,Desarrollo,Técnicos,2.5,0,0,1,1,0.4,0,5 a 9,1 a 4,0
2202,1,1,2,0,10.8,Desarrollo,Técnicos,19.5,2,> 1 año,9,9,0.5,0,20 a 24,15 a 19,0
2203,1,1,1,1,2.9,Desarrollo,Técnicos,9.1,0,0,1,1,0.1,0,20 a 24,20 a 24,0
2204,0,1,0,0,0,Desarrollo,Técnicos,21.6,1,1 a 3,9,8,0.4,0,10 a 14,5 a 9,0
2205,1,1,2,1,11.8,Desarrollo,Técnicos,1.3,1,> 1 año,2,2,1.5,1,15 a 19,10 a 14,0
2206,1,1,1,0,0,Desarrollo,Técnicos,27.5,3,> 1 año,16,14,0.6,1,20 a 24,10 a 14,0
2207,0,1,0,0,0,Desarrollo,Técnicos,26.7,1,> 1 año,5,4,0.2,0,5 a 9,5 a 9,0
2208,1,1,2,1,10.8,Desarrollo,Técnicos,0.3,1,1 a 3,1,1,3.3,1,20 a 24,15 a 19,0
2209,0,1,1,0,7.9,Desarrollo,Técnicos,22.8,1,1 a 3,3,3,0.1,0,20 a 24,10 a 14,0
2210,1,1,1,0,0,Desarrollo,Técnicos,13.2,0,0,3,3,0.2,0,15 a 19,10 a 14,578
2211,1,1,1,0,2.9,Desarrollo,Técnicos,9.8,0,0,5,4,0.5,1,5 a 9,5 a 9,0
2212,0,1,0,0,0,Desarrollo,Técnicos,0.8,0,0,1,1,1.2,0,15 a 19,5 a 9,0
2213,1,1,1,1,6.8,Desarrollo,Técnicos,2.2,1,> 1 año,3,3,1.4,0,20 a 24,10 a 14,680
2214,1,1,0,0,0,Desarrollo,Técnicos,7.1,0,0,2,2,0.3,0,20 a 24,1 a 4,1635
2215,1,1,6,1,17.3,Desarrollo,Técnicos,5.9,1,7 a 12,6,6,1,1,20 a 24,10 a 14,1570
2216,1,1,1,0,2.9,Desarrollo,Técnicos,8.1,1,1 a 3,1,1,0.1,1,15 a 19,10 a 14,0
2217,1,1,2,1,12.8,Desarrollo,Técnicos,16.8,2,> 1 año,9,8,0.5,1,20 a 24,15 a 19,0
2218,1,1,2,1,8.4,Desarrollo,Técnicos,1.1,0,0,2,1,1.8,1,10 a 14,10 a 14,447
2219,1,1,1,1,0,Desarrollo,Técnicos,5.1,0,0,3,3,0.6,1,20 a 24,10 a 14,833
2220,1,1,2,1,19.8,Desarrollo,Técnicos,7.3,0,0,4,3,0.5,1,15 a 19,15 a 19,0
2221,1,1,1,1,2.9,Desarrollo,Técnicos,17.7,0,0,7,6,0.4,0,20 a 24,15 a 19,0
2222,1,1,1,1,10.9,Desarrollo,Técnicos,18,1,4 a 6,7,7,0.4,0,5 a 9,5 a 9,0
2223,1,1,0,0,0,Desarrollo,Técnicos,11.7,0,0,6,4,0.5,0,10 a 14,1 a 4,0
2224,1,1,1,1,0,Desarrollo,Técnicos,8.7,0,0,2,2,0.2,1,20 a 24,15 a 19,595
2225,1,1,0,0,0,Desarrollo,Técnicos,2.8,0,0,1,1,0.4,0,20 a 24,15 a 19,0
2226,1,1,1,0,1.9,Desarrollo,Técnicos,18.3,1,> 1 año,7,6,0.4,0,15 a 19,5 a 9,422
2227,1,1,1,1,8.9,Desarrollo,Técnicos,19.7,0,0,5,3,0.3,1,20 a 24,10 a 14,0
2228,1,1,1,1,3.9,Desarrollo,Técnicos,1.8,1,> 1 año,9,9,5,1,20 a 24,10 a 14,608
2229,1,1,0,0,0,Desarrollo,Técnicos,0.6,1,1 a 3,1,1,1.7,0,10 a 14,10 a 14,0
2230,1,1,4,1,11.7,Desarrollo,Técnicos,10.2,1,> 1 año,5,4,0.5,1,20 a 24,5 a 9,899
2231,1,1,5,1,16.1,Desarrollo,Técnicos,13.6,1,7 a 12,4,2,0.3,0,20 a 24,10 a 14,0
2232,1,1,4,1,10.3,Desarrollo,Técnicos,7.5,2,> 1 año,4,4,0.5,1,10 a 14,5 a 9,0
2233,1,1,1,1,6.9,Desarrollo,Técnicos,7.2,1,7 a 12,5,4,0.7,1,20 a 24,15 a 19,0
2234,0,1,11,0,14.2,Desarrollo,Técnicos,10.5,2,> 1 año,11,11,1,1,10 a 14,5 a 9,278
2235,1,1,0,0,0,Desarrollo,Técnicos,5.3,1,7 a 12,2,2,0.4,0,10 a 14,10 a 14,0
2236,1,1,1,1,0,Desarrollo,Técnicos,5.6,1,> 1 año,6,6,1.1,1,20 a 24,10 a 14,347
2237,1,1,1,1,0,Desarrollo,Técnicos,3.8,2,> 1 año,2,2,0.5,1,20 a 24,10 a 14,0
2238,1,1,1,1,0,Desarrollo,Técnicos,0,0,0,0,0,0,0,5 a 9,5 a 9,246
2239,1,1,1,1,3.9,Desarrollo,Técnicos,4.1,2,> 1 año,3,3,0.7,0,1 a 4,1 a 4,0
2240,1,1,3,1,14.8,Desarrollo,Técnicos,11.3,3,> 1 año,5,5,0.4,1,20 a 24,10 a 14,0
2241,1,1,1,0,3.8,Desarrollo,Técnicos,2.7,0,0,2,2,0.7,1,20 a 24,5 a 9,772
2242,1,1,2,0,6.6,Desarrollo,Técnicos,5.1,2,> 1 año,2,2,0.4,1,20 a 24,5 a 9,371
2243,1,1,1,0,3.9,Desarrollo,Técnicos,8.3,0,0,6,5,0.7,1,20 a 24,10 a 14,0
2244,1,1,0,0,0,Desarrollo,Técnicos,36.7,2,> 1 año,12,12,0.3,0,20 a 24,15 a 19,0
2245,1,1,2,1,4.3,Desarrollo,Técnicos,12.5,1,> 1 año,4,3,0.3,0,5 a 9,1 a 4,0
2246,1,1,0,0,0,Desarrollo,Técnicos,20.7,1,4 a 6,12,10,0.6,0,20 a 24,10 a 14,0
2247,0,1,0,0,0,Desarrollo,Técnicos,4.3,1,> 1 año,3,2,0.7,0,5 a 9,1 a 4,0
2248,1,1,2,1,8.8,Desarrollo,Técnicos,8.1,1,> 1 año,3,3,0.4,1,20 a 24,15 a 19,0
2249,1,1,3,0,10.8,Desarrollo,Técnicos,3.3,0,0,8,5,2.4,1,20 a 24,10 a 14,737
2250,1,1,1,1,0.9,Desarrollo,Técnicos,6.7,2,> 1 año,4,4,0.6,0,10 a 14,10 a 14,348
2251,1,1,7,1,10,Desarrollo,Técnicos,12,2,> 1 año,4,3,0.3,0,15 a 19,1 a 4,0
2252,1,1,1,0,9.9,Desarrollo,Técnicos,7.3,0,0,6,5,0.8,1,20 a 24,10 a 14,0
2253,1,1,0,0,0,Desarrollo,Técnicos,14.2,2,7 a 12,6,5,0.4,0,20 a 24,1 a 4,0
2254,1,1,2,1,9.4,Desarrollo,Técnicos,2.5,1,7 a 12,3,3,1.2,0,15 a 19,10 a 14,0
2255,1,1,1,1,4.8,Desarrollo,Técnicos,13.8,0,0,4,4,0.3,0,20 a 24,5 a 9,0
2256,1,1,4,0,3.7,Desarrollo,Técnicos,11.1,2,> 1 año,5,5,0.5,0,20 a 24,15 a 19,0
2257,1,1,2,1,9.7,Desarrollo,Técnicos,24.5,2,> 1 año,9,7,0.4,1,20 a 24,5 a 9,0
2258,1,1,0,0,0,Desarrollo,Técnicos,8.9,1,> 1 año,4,4,0.4,1,20 a 24,10 a 14,0
2259,1,1,2,1,17.6,Desarrollo,Técnicos,12.9,1,> 1 año,6,4,0.5,1,20 a 24,5 a 9,0
2260,1,1,1,1,2.9,Desarrollo,Técnicos,6.8,2,> 1 año,7,7,1,0,20 a 24,10 a 14,0
2261,0,1,0,0,0,Desarrollo,Técnicos,2.7,1,7 a 12,3,2,1.1,1,10 a 14,10 a 14,0
2262,1,1,2,1,14.8,Desarrollo,Técnicos,3.4,0,0,4,4,1.2,0,5 a 9,1 a 4,0
2263,1,1,0,0,0,Desarrollo,Técnicos,8.9,1,1 a 3,6,6,0.7,0,15 a 19,10 a 14,0
2264,1,1,0,0,0,Desarrollo,Técnicos,4.7,1,> 1 año,3,3,0.6,1,10 a 14,5 a 9,694
2265,0,1,1,0,0.8,Desarrollo,Técnicos,13.9,0,0,8,7,0.6,0,20 a 24,10 a 14,0
2266,0,1,1,1,5.9,Desarrollo,Técnicos,3.3,1,> 1 año,2,2,0.6,0,20 a 24,15 a 19,390
2267,1,1,0,0,0,Desarrollo,Técnicos,7.6,3,> 1 año,4,4,0.5,1,20 a 24,10 a 14,0
2268,1,1,3,0,17.7,Desarrollo,Técnicos,8.1,1,> 1 año,3,3,0.4,1,20 a 24,15 a 19,0
2269,1,1,1,1,5.9,Desarrollo,Técnicos,5.2,0,0,2,2,0.4,0,15 a 19,5 a 9,0
2270,1,1,0,0,0,Desarrollo,Técnicos,3.2,1,1 a 3,1,1,0.3,1,20 a 24,10 a 14,0
2271,0,1,4,0,12.9,Desarrollo,Técnicos,16.8,3,> 1 año,8,7,0.5,0,5 a 9,5 a 9,0
2272,0,1,1,1,6.9,Desarrollo,Técnicos,1.7,1,> 1 año,2,1,1.2,0,20 a 24,15 a 19,0
2273,1,1,1,0,4.9,Desarrollo,Técnicos,8.7,2,> 1 año,4,4,0.5,1,20 a 24,5 a 9,691
2274,1,1,0,0,0,Desarrollo,Técnicos,0.8,1,> 1 año,2,2,2.5,0,5 a 9,1 a 4,868
2275,1,1,0,0,0,Desarrollo,Técnicos,0.3,1,1 a 3,1,1,3.3,0,5 a 9,5 a 9,0
2276,1,1,0,0,0,Desarrollo,Técnicos,1.5,1,1 a 3,1,1,0.7,1,10 a 14,5 a 9,453
2277,1,1,3,1,11.8,Desarrollo,Técnicos,7.3,3,> 1 año,4,4,0.5,1,20 a 24,15 a 19,0
2278,1,1,2,1,2.9,Desarrollo,Técnicos,27.4,0,0,13,9,0.5,1,20 a 24,5 a 9,0
2279,1,1,6,0,9.8,Desarrollo,Técnicos,7.6,1,7 a 12,4,2,0.5,0,20 a 24,5 a 9,0
2280,1,1,0,0,0,Desarrollo,Técnicos,1,1,> 1 año,3,1,3,0,20 a 24,10 a 14,0
2281,1,1,0,0,0,Desarrollo,Técnicos,2.1,1,> 1 año,2,1,1,1,10 a 14,5 a 9,0
2282,1,1,2,0,15.8,Desarrollo,Técnicos,9.8,1,4 a 6,8,6,0.8,1,15 a 19,5 a 9,0
2283,1,1,0,0,0,Desarrollo,Técnicos,14.6,0,0,7,5,0.5,1,20 a 24,10 a 14,456
2284,1,1,0,0,0,Desarrollo,Técnicos,6.9,0,0,5,3,0.7,1,5 a 9,1 a 4,687
2285,1,1,4,1,12.7,Desarrollo,Técnicos,2.7,2,> 1 año,2,2,0.7,0,20 a 24,5 a 9,1024
2286,1,1,2,0,8.8,Desarrollo,Técnicos,12.3,1,> 1 año,5,5,0.4,0,20 a 24,5 a 9,0
2287,1,1,2,1,7.5,Desarrollo,Técnicos,2.3,1,1 a 3,2,2,0.9,1,20 a 24,10 a 14,0
2288,1,1,1,1,1.8,Desarrollo,Técnicos,5.9,0,0,5,5,0.8,0,20 a 24,10 a 14,0
2289,1,1,1,1,3.9,Desarrollo,Técnicos,6.5,0,0,3,3,0.5,0,20 a 24,10 a 14,0
2290,1,1,1,1,0,Desarrollo,Técnicos,7.4,2,4 a 6,7,5,0.9,0,20 a 24,15 a 19,0
2291,1,1,5,1,5.8,Desarrollo,Técnicos,21.5,1,1 a 3,6,4,0.3,0,20 a 24,10 a 14,0
2292,1,1,1,0,0,Desarrollo,Técnicos,6.5,1,7 a 12,3,3,0.5,0,10 a 14,1 a 4,0
2293,1,1,0,0,0,Desarrollo,Técnicos,16.5,1,> 1 año,7,3,0.4,0,5 a 9,5 a 9,0
2294,1,1,5,0,0,Desarrollo,Técnicos,3.2,0,0,2,2,0.6,1,15 a 19,10 a 14,936
2295,1,1,2,0,9.4,Desarrollo,Técnicos,6.6,0,0,3,2,0.5,0,20 a 24,10 a 14,0
2296,1,1,0,0,0,Desarrollo,Técnicos,5.2,1,> 1 año,5,4,1,1,15 a 19,5 a 9,506
2297,1,1,1,1,0,Desarrollo,Técnicos,14.8,0,0,4,3,0.3,1,20 a 24,10 a 14,0
2298,1,1,2,1,11.8,Desarrollo,Técnicos,17.6,1,> 1 año,3,2,0.2,1,20 a 24,10 a 14,856
2299,0,1,1,1,0,Desarrollo,Técnicos,10.8,0,0,4,2,0.4,1,15 a 19,15 a 19,0
2300,1,1,1,1,9.9,Desarrollo,Técnicos,17.2,1,7 a 12,8,7,0.5,0,20 a 24,10 a 14,0
2301,0,1,3,1,12.7,Desarrollo,Técnicos,19.5,2,> 1 año,7,5,0.4,0,20 a 24,15 a 19,417
2302,0,1,0,0,0,Desarrollo,Técnicos,5.4,0,0,3,3,0.6,1,20 a 24,15 a 19,794
2303,1,1,1,1,3.9,Desarrollo,Técnicos,12.9,1,> 1 año,5,2,0.4,0,20 a 24,10 a 14,0
2304,1,1,3,0,5.5,Desarrollo,Técnicos,10.3,1,4 a 6,3,2,0.3,0,15 a 19,10 a 14,1069
2305,0,1,1,0,2.9,Desarrollo,Técnicos,2.6,0,0,2,2,0.8,1,20 a 24,10 a 14,576
2306,1,1,1,0,0,Desarrollo,Técnicos,8.2,0,0,3,2,0.4,1,20 a 24,15 a 19,0
2307,1,1,2,0,10.8,Desarrollo,Técnicos,18.1,3,> 1 año,7,7,0.4,1,20 a 24,15 a 19,0
2308,1,1,1,1,2.9,Desarrollo,Técnicos,7.9,0,0,6,4,0.8,1,20 a 24,5 a 9,479
2309,1,1,3,1,18.8,Desarrollo,Técnicos,10.1,2,7 a 12,6,6,0.6,1,20 a 24,5 a 9,684
2310,1,1,0,0,0,Desarrollo,Técnicos,0,0,0,1,1,,0,0,0,0
2311,1,1,0,0,0,Desarrollo,Técnicos,5.5,1,1 a 3,3,3,0.5,0,5 a 9,0,0
2312,1,1,1,1,5.9,Desarrollo,Técnicos,24.7,1,> 1 año,13,13,0.5,1,20 a 24,10 a 14,0
2313,0,1,1,0,2.9,Desarrollo,Técnicos,6.7,0,0,6,4,0.9,0,10 a 14,5 a 9,0
2314,1,1,1,1,3.9,Desarrollo,Técnicos,5.7,0,0,2,2,0.4,0,15 a 19,5 a 9,886
2315,1,1,1,0,0,Desarrollo,Técnicos,16.7,0,0,3,3,0.2,0,10 a 14,5 a 9,0
2316,1,1,1,1,9,Desarrollo,Técnicos,14.7,2,> 1 año,4,4,0.3,1,10 a 14,5 a 9,962
2317,0,1,2,1,5.9,Desarrollo,Técnicos,8.7,1,> 1 año,3,3,0.3,0,20 a 24,10 a 14,0
2318,1,1,6,1,10.5,Desarrollo,Técnicos,7,2,> 1 año,4,3,0.6,1,20 a 24,5 a 9,0
2319,1,1,1,1,6.9,Desarrollo,Técnicos,1.7,2,> 1 año,3,3,1.8,1,15 a 19,10 a 14,0
2320,0,1,4,1,11.7,Desarrollo,Técnicos,9.6,1,1 a 3,6,5,0.6,1,20 a 24,5 a 9,154
2321,1,1,1,1,9.9,Desarrollo,Técnicos,3.5,1,1 a 3,1,1,0.3,0,10 a 14,10 a 14,0
2322,1,1,0,0,0,Desarrollo,Técnicos,1,1,1 a 3,1,1,1,1,10 a 14,5 a 9,0
2323,1,1,1,0,0,Desarrollo,Técnicos,2.2,1,7 a 12,3,1,1.4,1,20 a 24,5 a 9,0
2324,1,1,1,1,0,Desarrollo,Técnicos,5.2,2,> 1 año,4,4,0.8,0,20 a 24,15 a 19,0
2325,0,1,2,0,5.9,Desarrollo,Técnicos,14.9,4,> 1 año,6,6,0.4,0,20 a 24,1 a 4,0
2326,1,1,1,0,2.3,Desarrollo,Técnicos,3.4,1,> 1 año,3,3,0.9,0,20 a 24,15 a 19,1053
2327,0,1,4,0,11.9,Desarrollo,Técnicos,3.9,2,> 1 año,3,3,0.8,0,20 a 24,15 a 19,522
2328,1,1,1,0,0.9,Desarrollo,Técnicos,10.5,0,0,4,4,0.4,1,20 a 24,15 a 19,0
2329,0,1,10,0,11.2,Desarrollo,Técnicos,0.3,1,1 a 3,1,1,3.3,1,20 a 24,10 a 14,847
2330,1,1,0,0,0,Desarrollo,Técnicos,2.2,0,0,1,1,0.5,1,20 a 24,10 a 14,307
2331,1,1,0,0,0,Desarrollo,Técnicos,6.8,1,1 a 3,3,3,0.4,0,1 a 4,1 a 4,0
2332,1,1,2,1,17.8,Desarrollo,Técnicos,8.3,2,> 1 año,4,3,0.5,0,5 a 9,5 a 9,0
2333,1,1,0,0,0,Desarrollo,Técnicos,0.7,1,1 a 3,1,1,1.4,0,25 o más,20 a 24,0
2334,1,1,2,0,6.8,Desarrollo,Técnicos,15.5,0,0,5,4,0.3,1,25 o más,15 a 19,0
2335,1,1,0,0,0,Desarrollo,Técnicos,5.2,0,0,4,2,0.8,1,5 a 9,5 a 9,0
2336,0,1,3,0,16.6,Desarrollo,Técnicos,1.3,2,> 1 año,3,2,2.3,0,5 a 9,5 a 9,364
2337,1,1,2,1,7.8,Desarrollo,Técnicos,10.9,2,> 1 año,6,6,0.6,0,15 a 19,10 a 14,0
2338,1,1,5,1,2.2,Desarrollo,Técnicos,8.9,2,> 1 año,5,4,0.6,1,25 o más,20 a 24,0
2339,1,1,2,1,4.8,Desarrollo,Técnicos,6.3,0,0,7,4,1.1,0,10 a 14,5 a 9,0
2340,1,1,1,1,8.9,Desarrollo,Técnicos,3,1,> 1 año,4,4,1.3,0,25 o más,20 a 24,580
2341,1,1,1,1,6.9,Desarrollo,Técnicos,11,3,> 1 año,5,5,0.5,1,25 o más,20 a 24,0
2342,1,1,3,0,1,Desarrollo,Técnicos,20.7,4,> 1 año,7,7,0.3,0,20 a 24,25 o más,0
2343,1,1,0,0,0,Desarrollo,Técnicos,22.7,1,> 1 año,7,4,0.3,1,10 a 14,5 a 9,252
2344,0,1,1,0,3.9,Desarrollo,Técnicos,33.7,0,0,9,9,0.3,1,15 a 19,5 a 9,0
2345,1,1,1,0,0,Desarrollo,Técnicos,18.7,1,7 a 12,5,5,0.3,0,15 a 19,5 a 9,0
2346,1,1,1,0,3.9,Desarrollo,Técnicos,13,2,> 1 año,7,6,0.5,1,20 a 24,15 a 19,0
2347,1,1,2,1,8.8,Desarrollo,Técnicos,3.7,0,0,3,2,0.8,1,5 a 9,0,401
2348,1,1,1,1,1.8,Desarrollo,Técnicos,4,0,0,1,1,0.2,0,20 a 24,5 a 9,0
2349,1,1,1,1,4.9,Desarrollo,Técnicos,9.5,0,0,3,2,0.3,0,5 a 9,1 a 4,0
2350,1,1,0,0,0,Desarrollo,Técnicos,5.8,0,0,2,2,0.3,0,5 a 9,5 a 9,0
2351,1,1,1,1,9.9,Desarrollo,Técnicos,13.7,1,7 a 12,6,5,0.4,0,10 a 14,5 a 9,0
2352,0,1,2,1,0,Desarrollo,Técnicos,2.4,0,0,2,2,0.8,0,0,0,0
2353,1,1,1,0,3.9,Desarrollo,Técnicos,3,0,0,2,2,0.7,0,15 a 19,10 a 14,0
2354,1,1,1,1,12.9,Desarrollo,Técnicos,13.3,0,0,3,3,0.2,1,20 a 24,15 a 19,0
2355,1,1,2,1,12.2,Desarrollo,Técnicos,6.5,1,1 a 3,3,3,0.5,0,20 a 24,10 a 14,1061
2356,0,1,1,0,0,Desarrollo,Técnicos,11.4,0,0,4,4,0.4,0,10 a 14,5 a 9,207
2357,1,1,1,0,3.9,Desarrollo,Técnicos,16.3,1,4 a 6,4,4,0.2,1,20 a 24,5 a 9,0
2358,1,1,3,1,5.8,Desarrollo,Técnicos,21.7,1,7 a 12,7,6,0.3,1,5 a 9,5 a 9,1703
2359,1,1,2,1,14.7,Desarrollo,Técnicos,2.5,1,1 a 3,3,3,1.2,0,20 a 24,1 a 4,0
2360,0,1,0,0,0,Desarrollo,Técnicos,9.3,0,0,6,6,0.6,0,20 a 24,10 a 14,0
2361,1,1,1,0,0,Desarrollo,Técnicos,7.7,2,> 1 año,6,4,0.8,0,20 a 24,10 a 14,0
2362,1,1,13,0,9.9,Desarrollo,Técnicos,21.5,0,0,2,2,0.1,0,20 a 24,10 a 14,470
2363,1,1,0,0,0,Desarrollo,Técnicos,1.5,0,0,1,1,0.7,0,10 a 14,10 a 14,0
2364,1,1,2,0,3.9,Desarrollo,Técnicos,36.7,1,> 1 año,6,6,0.2,1,20 a 24,5 a 9,244
2365,1,1,1,0,1.9,Desarrollo,Técnicos,4.1,0,0,3,3,0.7,0,10 a 14,5 a 9,0
2366,1,1,0,0,0,Desarrollo,Técnicos,5.6,0,0,3,3,0.5,0,20 a 24,15 a 19,479
2367,1,1,1,0,0,Desarrollo,Técnicos,1.9,0,0,1,1,0.5,0,10 a 14,5 a 9,0
2368,1,1,2,1,11.8,Desarrollo,Técnicos,5.6,0,0,4,4,0.7,0,10 a 14,1 a 4,0
2369,1,1,3,0,7.7,Desarrollo,Técnicos,6.7,0,0,4,4,0.6,0,20 a 24,5 a 9,0
2370,1,1,1,0,3.9,Desarrollo,Técnicos,1.6,0,0,1,1,0.6,0,5 a 9,5 a 9,0
2371,1,1,3,0,8.9,Desarrollo,Técnicos,9.3,1,7 a 12,2,2,0.2,0,20 a 24,5 a 9,0
2372,1,1,2,1,21.8,Desarrollo,Técnicos,25.7,0,0,8,8,0.3,1,20 a 24,10 a 14,0
2373,1,1,0,0,0,Desarrollo,Técnicos,17.6,1,7 a 12,3,3,0.2,0,5 a 9,1 a 4,0
2374,1,1,2,1,13.4,Desarrollo,Técnicos,1.9,0,0,1,1,0.5,0,5 a 9,1 a 4,559
2375,1,1,1,1,5.9,Desarrollo,Técnicos,9.1,0,0,2,2,0.2,1,15 a 19,10 a 14,0
2376,1,1,3,1,12.8,Desarrollo,Técnicos,2.8,0,0,2,1,0.7,1,20 a 24,10 a 14,971
2377,1,1,2,1,11.8,Desarrollo,Técnicos,4.6,0,0,4,4,0.9,0,20 a 24,10 a 14,0
2378,1,1,2,1,9.8,Desarrollo,Técnicos,18.1,3,7 a 12,7,7,0.4,0,20 a 24,5 a 9,0
2379,1,1,1,1,5.9,Desarrollo,Técnicos,3.2,1,7 a 12,2,2,0.6,0,10 a 14,1 a 4,0
2380,1,1,1,1,6.9,Desarrollo,Técnicos,7,0,0,4,4,0.6,1,20 a 24,15 a 19,0
2381,1,1,1,0,0.9,Desarrollo,Técnicos,6.4,3,> 1 año,5,5,0.8,1,20 a 24,15 a 19,0
2382,1,1,1,1,8.9,Desarrollo,Técnicos,18.1,0,0,4,4,0.2,1,15 a 19,10 a 14,737
2383,1,1,1,1,9.9,Desarrollo,Técnicos,14,2,4 a 6,6,6,0.4,1,20 a 24,5 a 9,543
2384,1,1,0,0,0,Desarrollo,Técnicos,19.7,0,0,3,3,0.2,1,10 a 14,5 a 9,541
2385,1,1,5,0,8.6,Desarrollo,Técnicos,9.6,1,7 a 12,7,6,0.7,0,20 a 24,10 a 14,0
2386,1,1,3,1,3.9,Desarrollo,Técnicos,7.8,0,0,5,4,0.6,1,20 a 24,10 a 14,0
2387,1,1,3,1,11.8,Desarrollo,Técnicos,17.5,1,1 a 3,15,10,0.9,1,20 a 24,5 a 9,0
2388,1,1,1,1,0,Desarrollo,Técnicos,15.5,0,0,1,1,0.1,0,0,0,0
2389,1,1,3,1,4.2,Desarrollo,Técnicos,2.6,0,0,3,3,1.2,0,20 a 24,5 a 9,291
2390,1,1,3,0,9.2,Desarrollo,Técnicos,6.2,0,0,3,3,0.5,0,20 a 24,10 a 14,0
2391,1,1,2,0,10.8,Desarrollo,Técnicos,6.3,1,> 1 año,3,3,0.5,1,20 a 24,5 a 9,1134
