id,genero,roles_nucleo,cantidad_estudios,orientacion_software,anios_estudio,rol_ocupacional,grupo_ocupacional,anios_laborales,periodos_desempleo,tiempo_desempleo,cantidad_puestos_total,cantidad_empresas_total,movilidad,reporta_ingles,rango_habilidades,rango_herramientas,caracteres_descripcion
1924,1,1,0,0,0,Desarrollo,Técnicos,6.8,1,> 1 año,3,3,0.4,0,0,0,0
1925,0,1,2,1,14.9,Desarrollo,Técnicos,31.7,3,> 1 año,9,8,0.3,0,0,0,0
1926,1,1,1,1,8.9,Desarrollo,Técnicos,10.5,1,> 1 año,2,2,0.2,0,10 a 14,5 a 9,0
1927,1,1,4,1,3.8,Desarrollo,Técnicos,17.1,0,0,5,5,0.3,1,20 a 24,10 a 14,632
1928,1,1,1,0,6.9,Desarrollo,Técnicos,5.9,1,1 a 3,4,4,0.7,0,15 a 19,10 a 14,402
1929,1,1,0,0,0,Desarrollo,Técnicos,5.2,0,0,3,1,0.6,0,0,0,0
1930,1,1,2,1,0,Desarrollo,Técnicos,12.7,1,> 1 año,7,6,0.6,0,0,0,0
1931,1,1,1,1,8.9,Desarrollo,Técnicos,12.7,0,0,3,3,0.2,0,0,0,0
1932,1,1,0,0,0,Desarrollo,Técnicos,9.2,0,0,3,3,0.3,1,10 a 14,5 a 9,0
1933,1,1,1,1,2.9,Desarrollo,Técnicos,8.8,0,0,2,2,0.2,0,20 a 24,15 a 19,515
1934,1,1,0,0,0,Desarrollo,Técnicos,7.2,0,0,3,3,0.4,0,10 a 14,10 a 14,0
1935,1,1,1,1,2.9,Desarrollo,Técnicos,9,2,> 1 año,4,4,0.4,0,0,0,0
1936,1,1,2,1,5,Desarrollo,Técnicos,6.7,1,7 a 12,4,4,0.6,0,0,0,0
1937,0,1,3,0,10.8,Desarrollo,Técnicos,8.7,0,0,5,5,0.6,0,0,0,0
1938,1,1,2,1,5,Desarrollo,Técnicos,5.7,0,0,2,2,0.4,0,10 a 14,0,0
1939,1,1,2,1,0.9,Desarrollo,Técnicos,1,1,> 1 año,4,3,4,0,0,0,0
1940,1,1,0,0,0,Desarrollo,Técnicos,4.7,1,7 a 12,2,2,0.4,0,10 a 14,0,0
1941,1,1,1,0,2.9,Desarrollo,Técnicos,3.7,1,7 a 12,2,2,0.5,0,0,0,0
1942,1,1,1,0,3,Desarrollo,Técnicos,5.7,0,0,3,3,0.5,0,15 a 19,0,0
1943,1,1,1,0,0,Desarrollo,Técnicos,3.7,0,0,1,1,0.3,0,20 a 24,15 a 19,0
1944,1,1,2,1,9,Desarrollo,Técnicos,4.7,0,0,8,8,1.7,0,20 a 24,0,0
1945,1,1,0,0,0,Desarrollo,Técnicos,3.3,0,0,1,1,0.3,0,10 a 14,5 a 9,0
1946,1,1,1,0,5.9,Desarrollo,Técnicos,11.7,1,> 1 año,4,3,0.3,0,1 a 4,0,0
1947,1,1,1,0,8.9,Desarrollo,Técnicos,16.7,2,> 1 año,5,4,0.3,0,0,0,0
1948,1,1,2,1,9.8,Desarrollo,Técnicos,9.3,3,> 1 año,5,5,0.5,0,1 a 4,1 a 4,0
1949,1,1,2,1,6.8,Desarrollo,Técnicos,14.5,0,0,3,3,0.2,0,10 a 14,5 a 9,598
1950,1,1,0,0,0,Desarrollo,Técnicos,3.8,0,0,3,3,0.8,0,20 a 24,5 a 9,198
1951,1,1,0,0,0,Desarrollo,Técnicos,9.7,1,1 a 3,5,3,0.5,0,20 a 24,10 a 14,178
1952,1,1,1,0,0,Desarrollo,Técnicos,13.7,0,0,2,2,0.1,0,0,0,0
1953,1,1,1,0,0,Desarrollo,Técnicos,2.7,0,0,1,1,0.4,0,0,0,0
1954,0,1,2,0,5.9,Desarrollo,Técnicos,7.7,1,7 a 12,7,6,0.9,0,0,0,0
1955,1,1,0,0,0,Desarrollo,Técnicos,9.7,1,> 1 año,4,3,0.4,0,0,0,0
1956,1,1,4,0,9.8,Desarrollo,Técnicos,22.6,1,7 a 12,6,6,0.3,1,20 a 24,5 a 9,311
1957,1,1,2,0,1.8,Desarrollo,Técnicos,17.7,1,> 1 año,5,3,0.3,0,0,0,0
1958,1,1,0,0,0,Desarrollo,Técnicos,4.9,0,0,2,1,0.4,0,20 a 24,5 a 9,0
1959,1,1,2,1,5,Desarrollo,Técnicos,3.7,0,0,5,5,1.4,0,0,0,0
1960,0,1,3,0,1.8,Desarrollo,Técnicos,15.2,1,> 1 año,7,6,0.5,1,10 a 14,10 a 14,0
1961,1,1,1,0,5.9,Desarrollo,Técnicos,31.7,3,> 1 año,7,7,0.2,0,0,0,0
1962,1,1,1,1,5.9,Desarrollo,Técnicos,7.7,0,0,2,2,0.3,1,20 a 24,15 a 19,0
1963,0,1,3,0,1.8,Desarrollo,Técnicos,6.7,2,> 1 año,4,4,0.6,0,0,0,0
1964,1,1,3,1,1.8,Desarrollo,Técnicos,8.7,0,0,5,3,0.6,0,0,0,0
1965,0,1,2,0,9.8,Desarrollo,Técnicos,18.7,0,0,7,7,0.4,0,0,0,0
1966,0,1,2,1,2.8,Desarrollo,Técnicos,3.7,0,0,1,1,0.3,0,0,0,0
1967,1,1,1,1,2.9,Desarrollo,Técnicos,11.5,0,0,5,5,0.4,0,20 a 24,10 a 14,507
1968,1,1,3,1,12.8,Desarrollo,Técnicos,9.7,1,> 1 año,6,6,0.6,0,0,0,0
1969,1,1,1,1,2.9,Desarrollo,Técnicos,13.7,1,> 1 año,6,2,0.4,1,15 a 19,15 a 19,459
1970,1,1,0,0,0,Desarrollo,Técnicos,6.2,0,0,2,1,0.3,0,20 a 24,15 a 19,0
1971,0,1,0,0,0,Desarrollo,Técnicos,0,0,0,1,1,,0,5 a 9,5 a 9,0
1972,1,1,4,0,4.9,Desarrollo,Técnicos,2.8,0,0,2,2,0.7,1,15 a 19,10 a 14,1033
1973,1,1,2,1,14.8,Desarrollo,Técnicos,16.1,0,0,4,4,0.2,0,20 a 24,10 a 14,1262
1974,0,1,0,0,0,Desarrollo,Técnicos,5.3,1,1 a 3,6,6,1.1,0,10 a 14,1 a 4,0
1975,1,1,2,0,4.8,Desarrollo,Técnicos,6,0,0,7,7,1.2,0,20 a 24,10 a 14,338
1976,1,1,1,1,2,Desarrollo,Técnicos,2.7,0,0,1,1,0.4,0,0,0,0
1977,1,1,3,0,13.8,Desarrollo,Técnicos,11.7,3,> 1 año,10,9,0.9,0,0,0,0
1978,1,1,1,1,2.9,Desarrollo,Técnicos,1.2,1,> 1 año,2,2,1.7,0,20 a 24,10 a 14,282
1979,0,1,3,1,1.8,Desarrollo,Técnicos,19.8,2,> 1 año,3,3,0.2,0,15 a 19,10 a 14,0
1980,1,1,1,0,0,Desarrollo,Técnicos,6.8,0,0,4,4,0.6,0,15 a 19,5 a 9,0
1981,1,1,0,0,0,Desarrollo,Técnicos,7,1,> 1 año,3,3,0.4,0,0,0,0
1982,1,1,1,0,6.9,Desarrollo,Técnicos,9.7,2,> 1 año,10,8,1,0,0,0,0
1983,1,1,1,1,4.9,Desarrollo,Técnicos,13.6,0,0,2,2,0.1,0,20 a 24,15 a 19,723
1984,0,1,1,1,0,Desarrollo,Técnicos,6.2,0,0,1,1,0.2,0,20 a 24,1 a 4,0
1985,1,1,3,0,3.8,Desarrollo,Técnicos,7.8,3,> 1 año,4,4,0.5,1,0,0,0
1986,1,1,1,1,0,Desarrollo,Técnicos,3.8,1,4 a 6,6,6,1.6,1,20 a 24,5 a 9,0
1987,1,1,0,0,0,Desarrollo,Técnicos,10.5,1,> 1 año,2,2,0.2,1,10 a 14,5 a 9,0
1988,1,1,4,0,15.7,Desarrollo,Técnicos,5.7,1,7 a 12,3,3,0.5,1,20 a 24,10 a 14,626
1989,1,1,1,0,0.9,Desarrollo,Técnicos,7.1,0,0,4,4,0.6,0,15 a 19,5 a 9,0
1990,0,1,1,0,4.9,Desarrollo,Técnicos,8.2,1,> 1 año,4,4,0.5,1,20 a 24,5 a 9,0
1991,1,1,3,0,7.8,Desarrollo,Técnicos,5.7,1,7 a 12,2,2,0.4,0,0,0,0
1992,1,1,4,0,4.9,Desarrollo,Técnicos,1.2,0,0,1,1,0.8,0,0,0,786
1993,1,1,1,1,3,Desarrollo,Técnicos,2.7,0,0,2,2,0.7,0,0,0,0
1994,1,1,1,0,1.9,Desarrollo,Técnicos,19.7,0,0,7,6,0.4,0,20 a 24,15 a 19,0
1995,1,1,2,1,10.8,Desarrollo,Técnicos,22.1,2,1 a 3,13,8,0.6,1,20 a 24,10 a 14,910
1996,1,1,0,0,0,Desarrollo,Técnicos,25.8,0,0,2,2,0.1,0,20 a 24,5 a 9,0
1997,1,1,1,0,1.9,Desarrollo,Técnicos,16.7,1,7 a 12,3,3,0.2,0,0,0,0
1998,0,1,4,1,9,Desarrollo,Técnicos,0,0,0,2,1,,0,0,0,0
1999,1,1,3,1,1.8,Desarrollo,Técnicos,17,1,1 a 3,5,5,0.3,0,1 a 4,1 a 4,0
2000,1,1,1,0,0,Desarrollo,Técnicos,12.7,0,0,3,3,0.2,0,10 a 14,1 a 4,0
2001,0,1,2,0,19.8,Desarrollo,Técnicos,14.4,1,> 1 año,4,2,0.3,1,20 a 24,5 a 9,1995
2002,1,1,2,1,12.2,Desarrollo,Técnicos,2.2,1,4 a 6,3,2,1.4,0,0,0,712
2003,1,1,1,1,0,Desarrollo,Técnicos,6.3,0,0,2,2,0.3,0,15 a 19,10 a 14,0
2004,1,1,2,0,14.8,Desarrollo,Técnicos,27.7,0,0,15,9,0.5,1,20 a 24,10 a 14,884
2005,1,1,0,0,0,Desarrollo,Técnicos,2.7,0,0,1,1,0.4,0,5 a 9,5 a 9,0
2006,1,1,0,0,0,Desarrollo,Técnicos,3.7,0,0,1,1,0.3,0,1 a 4,1 a 4,0
2007,1,1,1,1,6.9,Desarrollo,Técnicos,3.7,0,0,3,1,0.8,0,0,0,0
2008,1,1,1,1,0.6,Desarrollo,Técnicos,6.8,0,0,3,3,0.4,1,20 a 24,10 a 14,753
2009,1,1,0,0,0,Desarrollo,Técnicos,8.7,0,0,6,5,0.7,0,20 a 24,15 a 19,0
2010,1,1,1,1,2.9,Desarrollo,Técnicos,12.5,0,0,4,4,0.3,1,20 a 24,10 a 14,0
2011,1,1,0,0,0,Desarrollo,Técnicos,6.3,0,0,1,1,0.2,0,10 a 14,5 a 9,0
2012,1,1,0,0,0,Desarrollo,Técnicos,18.4,0,0,4,4,0.2,0,5 a 9,5 a 9,0
2013,1,1,1,0,0,Desarrollo,Técnicos,12.7,0,0,1,1,0.1,0,20 a 24,15 a 19,0
2014,1,1,0,0,0,Desarrollo,Técnicos,4.7,0,0,1,1,0.2,0,0,0,0
2015,1,1,1,1,6.9,Desarrollo,Técnicos,6.7,0,0,4,4,0.6,0,0,0,0
2016,1,1,1,1,2.9,Desarrollo,Técnicos,0,0,0,1,1,,0,0,0,0
2017,1,1,1,1,6,Desarrollo,Técnicos,1,1,> 1 año,2,1,2,0,0,0,0
2018,0,1,1,1,1.9,Desarrollo,Técnicos,7.7,0,0,4,2,0.5,0,0,0,0
2019,1,1,1,1,0,Desarrollo,Técnicos,1.7,0,0,1,1,0.6,0,1 a 4,0,0
2020,1,1,1,1,5.8,Desarrollo,Técnicos,8.7,1,> 1 año,2,2,0.2,1,20 a 24,15 a 19,530
2021,1,1,1,0,4.9,Desarrollo,Técnicos,3.7,0,0,4,4,1.1,1,10 a 14,10 a 14,998
2022,1,1,0,0,0,Desarrollo,Técnicos,4.8,0,0,5,5,1,1,20 a 24,15 a 19,254
2023,1,1,3,0,9,Desarrollo,Técnicos,18.7,1,> 1 año,10,9,0.5,0,0,0,0
2024,1,1,0,0,0,Desarrollo,Técnicos,1.7,0,0,1,1,0.6,0,0,0,0
2025,0,1,0,0,0,Desarrollo,Técnicos,21.3,1,1 a 3,5,5,0.2,0,0,0,0
2026,1,1,5,1,4.2,Desarrollo,Técnicos,4.8,0,0,3,3,0.6,0,10 a 14,5 a 9,452
2027,1,1,2,1,2.9,Desarrollo,Técnicos,10.7,0,0,3,3,0.3,0,0,0,0
2028,1,1,1,0,5.9,Desarrollo,Técnicos,7.5,2,> 1 año,3,3,0.4,1,20 a 24,15 a 19,251
2029,1,1,7,1,8.9,Desarrollo,Técnicos,1.7,1,> 1 año,2,2,1.2,1,20 a 24,10 a 14,322
2030,1,1,2,0,9.8,Desarrollo,Técnicos,5.7,0,0,5,3,0.9,0,25 o más,0,0
2031,0,1,0,0,0,Desarrollo,Técnicos,9.7,0,0,2,2,0.2,0,0,0,0
2032,1,1,2,0,3.3,Desarrollo,Técnicos,0.9,0,0,2,2,2.2,0,1 a 4,1 a 4,347
2033,1,1,1,1,0,Desarrollo,Técnicos,2.7,0,0,1,1,0.4,0,1 a 4,0,0
2034,1,1,0,0,0,Desarrollo,Técnicos,2.7,0,0,3,3,1.1,0,0,0,0
2035,1,1,1,1,14.9,Desarrollo,Técnicos,7.7,0,0,3,3,0.4,0,10 a 14,10 a 14,0
2036,1,1,1,1,3.9,Desarrollo,Técnicos,19.7,1,7 a 12,6,6,0.3,0,0,0,296
2037,1,1,3,1,12,Desarrollo,Técnicos,22.8,1,7 a 12,2,2,0.1,0,20 a 24,15 a 19,790
2038,1,1,2,1,4.9,Desarrollo,Técnicos,19.7,1,7 a 12,6,6,0.3,0,15 a 19,5 a 9,0
2039,0,1,2,0,7.8,Desarrollo,Técnicos,1.7,0,0,8,4,4.7,0,0,0,0
2040,1,1,0,0,0,Desarrollo,Técnicos,9.4,0,0,4,4,0.4,1,20 a 24,10 a 14,0
2041,1,1,6,1,0,Desarrollo,Técnicos,6.7,0,0,3,3,0.4,0,5 a 9,1 a 4,206
2042,1,1,0,0,0,Desarrollo,Técnicos,22.7,0,0,5,5,0.2,1,20 a 24,5 a 9,324
2043,1,1,0,0,0,Desarrollo,Técnicos,13.3,0,0,3,3,0.2,0,20 a 24,10 a 14,1421
2044,1,1,1,1,6,Desarrollo,Técnicos,28.7,2,> 1 año,7,7,0.2,0,0,0,0
2045,0,1,6,1,1.8,Desarrollo,Técnicos,0,1,1 a 3,1,1,,0,20 a 24,1 a 4,548
2046,1,1,0,0,0,Desarrollo,Técnicos,11.7,1,7 a 12,5,5,0.4,0,0,0,0
2047,1,1,0,0,0,Desarrollo,Técnicos,9.2,0,0,1,1,0.1,1,20 a 24,15 a 19,383
2048,1,1,2,0,0.9,Desarrollo,Técnicos,9.7,1,> 1 año,3,3,0.3,0,0,0,0
2049,1,1,4,0,6.7,Desarrollo,Técnicos,11.7,1,7 a 12,4,4,0.3,0,0,0,0
2050,1,1,2,0,0,Desarrollo,Técnicos,19.7,0,0,4,4,0.2,0,0,0,0
2051,1,1,2,0,7,Desarrollo,Técnicos,3.3,0,0,2,1,0.6,1,5 a 9,1 a 4,0
2052,1,1,1,0,7,Desarrollo,Técnicos,9.7,0,0,4,4,0.4,0,0,0,0
2053,1,1,0,0,0,Desarrollo,Técnicos,25.7,0,0,2,2,0.1,0,5 a 9,0,880
2054,1,1,3,1,9.8,Desarrollo,Técnicos,14.7,2,> 1 año,7,7,0.5,0,0,0,0
2055,1,1,1,1,4.9,Desarrollo,Técnicos,23.7,6,> 1 año,12,11,0.5,0,0,0,0
2056,1,1,0,0,0,Desarrollo,Técnicos,6.5,0,0,2,1,0.3,1,20 a 24,15 a 19,223
2057,1,1,3,0,5.9,Desarrollo,Técnicos,7.7,1,> 1 año,8,8,1,0,0,0,0
2058,1,1,0,0,0,Desarrollo,Técnicos,11.7,0,0,2,2,0.2,0,0,0,0
2059,0,1,0,0,0,Desarrollo,Técnicos,32.7,0,0,1,1,0,0,0,0,0
2060,1,1,1,1,0,Desarrollo,Técnicos,6.3,0,0,1,1,0.2,1,15 a 19,10 a 14,0
2061,1,1,1,1,5.9,Desarrollo,Técnicos,5.7,0,0,4,4,0.7,0,0,0,0
2062,1,1,2,0,7.2,Desarrollo,Técnicos,5.9,0,0,3,2,0.5,1,10 a 14,10 a 14,0
2063,1,1,0,0,0,Desarrollo,Técnicos,16.7,0,0,6,6,0.4,0,0,0,0
2064,0,1,1,1,5.9,Desarrollo,Técnicos,5.7,0,0,3,3,0.5,0,0,0,0
2065,1,1,13,1,1.5,Desarrollo,Técnicos,13.3,1,1 a 3,9,7,0.7,1,15 a 19,5 a 9,2210
2066,1,1,3,1,14.8,Desarrollo,Técnicos,18.7,0,0,4,4,0.2,0,0,0,0
2067,1,1,0,0,0,Desarrollo,Técnicos,32.7,0,0,5,4,0.2,0,20 a 24,15 a 19,386
2068,1,1,1,0,2.9,Desarrollo,Técnicos,27.7,2,> 1 año,14,14,0.5,0,0,0,0
2069,1,1,0,0,0,Desarrollo,Técnicos,19.7,0,0,4,2,0.2,1,20 a 24,10 a 14,376
2070,1,1,0,0,0,Desarrollo,Técnicos,3.7,0,0,1,1,0.3,0,0,0,0
2071,1,1,2,1,3,Desarrollo,Técnicos,14.7,1,7 a 12,7,7,0.5,0,0,0,0
2072,1,1,1,0,1,Desarrollo,Técnicos,3.7,0,0,2,1,0.5,0,0,0,0
2073,1,1,0,0,0,Desarrollo,Técnicos,14.7,0,0,1,1,0.1,0,5 a 9,0,0
2074,1,1,2,1,5.8,Desarrollo,Técnicos,23.7,1,> 1 año,15,13,0.6,0,0,0,0
2075,1,1,3,1,1.9,Desarrollo,Técnicos,5.5,2,> 1 año,5,5,0.9,1,10 a 14,10 a 14,1360
2076,1,1,2,0,12.8,Desarrollo,Técnicos,7.7,0,0,6,6,0.8,0,0,0,0
2077,1,1,3,0,3.9,Desarrollo,Técnicos,3.7,0,0,1,1,0.3,0,0,0,0
2078,1,1,1,0,6.9,Desarrollo,Técnicos,20.8,1,4 a 6,5,4,0.2,1,20 a 24,5 a 9,0
2079,1,1,0,0,0,Desarrollo,Técnicos,5.7,0,0,2,2,0.4,0,0,0,0
2080,1,1,1,1,4.9,Desarrollo,Técnicos,7.7,0,0,3,3,0.4,0,0,0,0
2081,0,1,2,1,6,Desarrollo,Técnicos,0,0,0,2,1,,0,0,0,0
2082,1,1,2,0,12.8,Desarrollo,Técnicos,9.7,0,0,2,1,0.2,0,15 a 19,0,0
2083,1,1,3,0,13.9,Desarrollo,Técnicos,2.7,0,0,3,1,1.1,0,0,0,0
2084,1,1,2,1,16.8,Desarrollo,Técnicos,10.7,1,> 1 año,2,2,0.2,0,0,0,0
2085,1,1,2,1,10.8,Desarrollo,Técnicos,12.5,3,> 1 año,5,5,0.4,1,20 a 24,10 a 14,577
2086,0,1,1,1,6.9,Desarrollo,Técnicos,2.7,0,0,1,1,0.4,0,0,0,0
2087,1,1,0,0,0,Desarrollo,Técnicos,11.8,0,0,11,10,0.9,1,20 a 24,1 a 4,371
2088,1,1,0,0,0,Desarrollo,Técnicos,2.8,0,0,3,2,1.1,0,10 a 14,10 a 14,857
2089,1,1,1,0,2.9,Desarrollo,Técnicos,5.7,0,0,3,3,0.5,0,0,0,0
2090,1,1,0,0,0,Desarrollo,Técnicos,20.7,0,0,7,7,0.3,0,10 a 14,0,0
2091,1,1,2,0,2,Desarrollo,Técnicos,2.7,0,0,3,3,1.1,0,0,0,0
2092,1,1,0,0,0,Desarrollo,Técnicos,6.4,1,4 a 6,9,6,1.4,0,5 a 9,1 a 4,799
2093,1,1,0,0,0,Desarrollo,Técnicos,5.8,0,0,5,5,0.9,1,20 a 24,15 a 19,616
2094,1,1,2,1,12.8,Desarrollo,Técnicos,2.5,0,0,2,1,0.8,0,15 a 19,5 a 9,1033
2095,1,1,1,0,0,Desarrollo,Técnicos,1.3,0,0,1,1,0.8,1,10 a 14,10 a 14,388
2096,1,1,1,0,0,Desarrollo,Técnicos,4.7,0,0,3,3,0.6,0,0,0,0
2097,1,1,2,0,6.8,Desarrollo,Técnicos,16.7,0,0,5,5,0.3,0,0,0,0
2098,1,1,10,0,14.1,Desarrollo,Técnicos,13.8,1,1 a 3,10,9,0.7,1,20 a 24,0,509
2099,0,1,1,1,7.8,Desarrollo,Técnicos,0,0,0,0,0,0,0,20 a 24,1 a 4,0
2100,0,1,0,0,0,Desarrollo,Técnicos,12.1,4,> 1 año,5,5,0.4,0,10 a 14,5 a 9,0
2101,1,1,1,1,0,Desarrollo,Técnicos,20.7,0,0,3,2,0.1,0,15 a 19,10 a 14,679
2102,1,1,0,0,0,Desarrollo,Técnicos,16.7,2,4 a 6,7,7,0.4,0,20 a 24,10 a 14,401
2103,1,1,0,0,0,Desarrollo,Técnicos,6.8,0,0,2,2,0.3,0,5 a 9,1 a 4,0
2104,1,1,1,1,15.9,Desarrollo,Técnicos,21.8,0,0,8,4,0.4,1,20 a 24,5 a 9,0
2105,1,1,2,1,11.1,Desarrollo,Técnicos,6.4,0,0,6,5,0.9,1,20 a 24,5 a 9,1227
2106,1,1,2,1,13.8,Desarrollo,Técnicos,0,0,0,0,0,0,0,15 a 19,10 a 14,0
2107,1,1,2,1,14.8,Desarrollo,Técnicos,9.2,0,0,3,3,0.3,1,15 a 19,10 a 14,1048
2108,1,1,3,0,28.7,Desarrollo,Técnicos,18.9,0,0,10,5,0.5,1,20 a 24,15 a 19,895
2109,1,1,0,0,0,Desarrollo,Técnicos,8.6,0,0,1,1,0.1,0,15 a 19,5 a 9,455
2110,1,1,1,1,1.9,Desarrollo,Técnicos,23.8,4,> 1 año,8,6,0.3,1,20 a 24,15 a 19,568
2111,1,1,0,0,0,Desarrollo,Técnicos,10.3,0,0,1,1,0.1,0,5 a 9,5 a 9,0
2112,1,1,0,0,0,Desarrollo,Técnicos,14.1,3,> 1 año,6,6,0.4,0,20 a 24,15 a 19,0
2113,1,1,2,1,0,Desarrollo,Técnicos,14.7,2,1 a 3,7,6,0.5,1,20 a 24,10 a 14,410
2114,1,1,1,1,0,Desarrollo,Técnicos,8.7,0,0,4,3,0.5,0,20 a 24,15 a 19,0
2115,1,1,1,0,0,Desarrollo,Técnicos,27.7,0,0,6,4,0.2,0,0,0,0
2116,1,1,2,1,8.8,Desarrollo,Técnicos,15,1,1 a 3,7,7,0.5,1,20 a 24,10 a 14,683
2117,1,1,3,1,7.8,Desarrollo,Técnicos,24,0,0,11,10,0.5,1,20 a 24,15 a 19,1618
2118,1,1,0,0,0,Desarrollo,Técnicos,6,0,0,5,3,0.8,1,20 a 24,10 a 14,272
2119,0,1,8,1,18.8,Desarrollo,Técnicos,11.3,1,4 a 6,6,3,0.5,1,20 a 24,10 a 14,544
2120,1,1,2,1,11.8,Desarrollo,Técnicos,20.7,0,0,9,9,0.4,1,15 a 19,5 a 9,1133
2121,1,1,3,1,6.2,Desarrollo,Técnicos,26.2,0,0,7,7,0.3,1,20 a 24,1 a 4,0
2122,1,1,0,0,0,Desarrollo,Técnicos,6.1,0,0,4,3,0.7,0,0,0,0
2123,1,1,1,1,7.9,Desarrollo,Técnicos,12.3,0,0,4,2,0.3,0,15 a 19,10 a 14,0
2124,1,1,1,0,0.9,Desarrollo,Técnicos,16.6,0,0,5,5,0.3,0,15 a 19,10 a 14,820
2125,0,1,1,0,5.7,Desarrollo,Técnicos,5.6,0,0,4,4,0.7,0,20 a 24,5 a 9,903
2126,1,1,2,1,10.8,Desarrollo,Técnicos,16.5,0,0,3,3,0.2,0,15 a 19,5 a 9,1191
2127,1,1,1,1,5.9,Desarrollo,Técnicos,15.7,2,> 1 año,5,5,0.3,1,15 a 19,10 a 14,0
2128,1,1,1,1,4.9,Desarrollo,Técnicos,13.9,0,0,4,4,0.3,0,20 a 24,10 a 14,0
2129,1,1,1,1,5.9,Desarrollo,Técnicos,2.5,0,0,1,1,0.4,0,0,0,0
2130,1,1,2,0,9.8,Desarrollo,Técnicos,23.3,1,> 1 año,5,5,0.2,1,20 a 24,10 a 14,339
2131,1,1,0,0,0,Desarrollo,Técnicos,24.7,0,0,3,3,0.1,0,20 a 24,10 a 14,554
2132,0,1,5,0,5.7,Desarrollo,Técnicos,2.4,0,0,1,1,0.4,1,20 a 24,10 a 14,1109
2133,0,1,0,0,0,Desarrollo,Técnicos,0,0,0,0,0,0,0,10 a 14,5 a 9,0
2134,1,1,0,0,0,Desarrollo,Técnicos,15.1,0,0,2,1,0.1,0,20 a 24,10 a 14,0
2135,1,1,1,0,0,Desarrollo,Técnicos,20.6,0,0,3,2,0.1,0,0,0,0
2136,0,1,1,0,0.7,Desarrollo,Técnicos,3.4,0,0,2,1,0.6,0,10 a 14,5 a 9,0
2137,1,1,1,0,1,Desarrollo,Técnicos,2.2,0,0,2,1,0.9,0,10 a 14,5 a 9,0
2138,1,1,1,1,5.9,Desarrollo,Técnicos,13.8,0,0,4,3,0.3,1,20 a 24,15 a 19,0
2139,1,1,2,0,1.2,Desarrollo,Técnicos,2,1,> 1 año,2,2,1,1,20 a 24,10 a 14,423
2140,1,1,3,1,7.8,Desarrollo,Técnicos,8.1,1,> 1 año,7,4,0.9,0,20 a 24,10 a 14,463
2141,1,1,1,1,2.9,Desarrollo,Técnicos,20.7,0,0,2,1,0.1,1,20 a 24,10 a 14,144
2142,1,1,1,1,5.9,Desarrollo,Técnicos,12.5,0,0,3,3,0.2,0,20 a 24,10 a 14,489
2143,1,1,2,1,0.9,Desarrollo,Técnicos,4.8,0,0,3,2,0.6,0,20 a 24,10 a 14,0
2144,1,1,1,1,0,Desarrollo,Técnicos,4.5,0,0,3,3,0.7,0,10 a 14,5 a 9,0
2145,0,1,3,1,6.8,Desarrollo,Técnicos,18,0,0,2,2,0.1,0,5 a 9,1 a 4,0
2146,1,1,2,0,5.8,Desarrollo,Técnicos,9,0,0,4,3,0.4,0,20 a 24,15 a 19,0
2147,1,1,1,1,4.9,Desarrollo,Técnicos,11.2,1,> 1 año,2,2,0.2,0,20 a 24,15 a 19,0
2148,1,1,0,0,0,Desarrollo,Técnicos,0,0,0,0,0,0,0,5 a 9,1 a 4,0
2149,1,1,0,0,0,Desarrollo,Técnicos,3.3,0,0,2,1,0.6,0,10 a 14,1 a 4,0
2150,1,1,0,0,0,Desarrollo,Técnicos,18.8,2,> 1 año,3,3,0.2,0,0,0,0
2151,1,1,0,0,0,Desarrollo,Técnicos,0.9,0,0,1,1,1.1,0,5 a 9,0,0
2152,1,1,0,0,0,Desarrollo,Técnicos,0,0,0,0,0,0,0,5 a 9,1 a 4,0
2153,1,1,1,0,2.9,Desarrollo,Técnicos,5.1,1,1 a 3,6,6,1.2,0,20 a 24,10 a 14,272
2154,1,1,0,0,0,Desarrollo,Técnicos,2.1,0,0,1,1,0.5,0,5 a 9,1 a 4,0
2155,1,1,2,1,6.8,Desarrollo,Técnicos,16.9,0,0,4,4,0.2,1,10 a 14,1 a 4,490
2156,0,1,1,1,5.9,Desarrollo,Técnicos,24.3,0,0,3,3,0.1,1,15 a 19,5 a 9,0
2157,1,1,1,1,4.9,Desarrollo,Técnicos,12.4,0,0,7,7,0.6,0,20 a 24,10 a 14,0
2158,1,1,2,0,7.8,Desarrollo,Técnicos,14.7,0,0,5,5,0.3,1,20 a 24,10 a 14,0
2159,1,1,2,1,2.9,Desarrollo,Técnicos,17.6,1,1 a 3,4,3,0.2,0,20 a 24,10 a 14,368
2160,1,1,2,1,8.8,Desarrollo,Técnicos,19.5,1,4 a 6,4,2,0.2,1,20 a 24,5 a 9,0
2161,1,1,0,0,0,Desarrollo,Técnicos,3.4,0,0,2,1,0.6,0,1 a 4,1 a 4,0
2162,1,1,0,0,0,Desarrollo,Técnicos,9.5,0,0,1,1,0.1,1,15 a 19,10 a 14,445
2163,0,1,2,0,1.8,Desarrollo,Técnicos,20.1,1,> 1 año,3,3,0.1,1,15 a 19,5 a 9,0
2164,1,1,1,1,4.9,Desarrollo,Técnicos,14.2,1,> 1 año,3,3,0.2,0,10 a 14,10 a 14,0
2165,1,1,2,1,14.8,Desarrollo,Técnicos,5.2,0,0,1,1,0.2,0,20 a 24,15 a 19,445
